"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Affiliations","Authors with affiliations","Abstract","Author Keywords","Index Keywords"
"Pak, T.-Y.; Bae, B.; Lee, C.; Jung, I.; Jang, B.-J.","Pak, Tae-young (57190970924); Bae, Bumjoon (57201402936); Lee, Changju (56953723000); Jung, Intaek (57195488367); Jang, Bongjoo (55188253000)","57190970924; 57201402936; 56953723000; 57195488367; 55188253000","Modeling public acceptance of demand-responsive transportation: An integrated UTAUT and ITM framework","2023","Journal of Public Transportation","16","10.1016/j.jpubtr.2023.100067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172928013&doi=10.1016%2Fj.jpubtr.2023.100067&partnerID=40&md5=8ba479e721720927ea4f12398254f3ab","Sungkyunkwan University, Seoul, South Korea; The Korea Transport Institute, Sejong, South Korea; United Nations Economic and Social Commission for Asia and the Pacific, Bangkok, Thailand; Korea Institute of Civil Engineering and Building Technology (KICT), Goyang, South Korea","Pak, Tae-young, Department of Consumer Science and Convergence Program for Social Innovation, Sungkyunkwan University, Seoul, South Korea; Bae, Bumjoon, The Korea Transport Institute, Sejong, South Korea; Lee, Changju, United Nations Economic and Social Commission for Asia and the Pacific, Bangkok, Thailand; Jung, Intaek, Korea Institute of Civil Engineering and Building Technology (KICT), Goyang, South Korea; Jang, Bongjoo, Korea Institute of Civil Engineering and Building Technology (KICT), Goyang, South Korea","Demand-responsive transportation (DRT) is a flexible form of shared mobility in which service provision is shaped by the user demand. DRT has been considered a sustainable mobility solution, as it reduces CO<inf>2</inf> emissions from fixed-route services and encourages a mode shift from private cars to shared mobility. Given that public acceptance is a key for the wider diffusion of DRT, this study explored the factors affecting usage intention for DRT in the Republic of Korea. Drawing on the unified theory of acceptance and use of technology (UTAUT) and the initial trust model (ITM), a conceptual framework was developed that linked attitudinal and psychological factors to behavioral intention for DRT usage. 1168 valid observations were collected from adults aged 19–64 years in the Republic of Korea using a structured online survey, and analyzed using structural equation modeling. The results showed that the four UTAUT constructs (performance expectancy, social influence, facilitating conditions, and environmental concerns) were directly related to intention for DRT usage. Indirect impacts of perceived safety, structural assurance, familiarity, performance expectancy, and effort expectancy on initial trust were also found. Consequently, the constructs with the greatest total effect on usage intention were (in order of relevance) initial trust, performance expectancy, social influence, and structural assurance. As one of the few attempts to examine public acceptance of DRT, it is expected that findings from this study could contribute to the literature by providing insights into potential users’ attitudes toward DRT. This study further offers guidance on designing interventions intended to promote a transition toward increased operational efficiency through policy developments for DRT, thereby achieving sustainable development. © 2023 Elsevier B.V., All rights reserved.","Demand-responsive transportation; Initial trust model (ITM); Shared mobility; Technology acceptance model; Unified theory of acceptance and use of technology (UTAUT)",""
"Machado, H.P.V.; Freiling, J.","Machado, Hilka Pelizza Vier (55804021600); Freiling, Jörg (24766319900)","55804021600; 24766319900","Expatriation-enhanced competencies: A multiple case study of technology-based entrepreneurs","2023","Journal of Entrepreneurship, Management and Innovation","2","10.7341/20231931","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172311730&doi=10.7341%2F20231931&partnerID=40&md5=12b1be40e114c809b4299fdb3345c363","Universidade Federal do Parana, Curitiba, Brazil; Brazilian Council for Scientific and Technological Development, Brazil; Fachbereich Wirtschaftswissenschaft, Bremen, Germany","Machado, Hilka Pelizza Vier, Universidade Federal do Parana, Curitiba, Brazil, Brazilian Council for Scientific and Technological Development, Brazil; Freiling, Jörg, Fachbereich Wirtschaftswissenschaft, Bremen, Germany","PURPOSE: Facing the research gap of entrepreneurial learning by self-expatriated technology-based entrepreneurs, the purpose of this research is to explore those entrepreneurs’ beliefs and experiences across expatriation to identify the enhancement of their competencies. METHODOLOGY: Within a qualitative and exploratory multiple case theory-building approach, data was collected from twelve technology entrepreneurs from Brazil, Mexico, Germany, and Israel that went to the following destination countries: Spain, United Kingdom, United States, Germany, Ireland, Turkey, and the Netherlands. With interview data as the primary source, the data analysis rests on a qualitative content analysis. FINDINGS: Data allows structuring techpreneurs’ experience of expatriation along the following steps: (a) arrival in the destination country and initial process of socialization, (b) engaging in activities to get familiar with the culture of the destination country, (c) the gradual comprehensive understanding of the new context, and (d) comparisons between the home and destination country. Expatriation had an evident impact on the technology-based entrepreneurs that materializes in three groups of competencies: entrepreneurial competencies, knowledge and innovative competencies, and international competencies. Entrepreneurial competencies relate to relational and behavioral skills and the learning of doing business in different contexts. Concerning knowledge and innovative competencies, creativity, learning new techniques and international innovation environment stand at the fore. Finally, international competencies relate to the acceptance of different cultures (multicultural learning and perception of cultural differences), developing a sense of an international community and an international innovation culture. IMPLICATIONS: This study evidenced the influence of expatriation experiences on the training of skills of technology-based entrepreneurs, in a specific approach to entrepreneurial, innovative, and intercultural competencies. The research portrays self-expatriation as an opportunity for technology-based entrepreneurs to develop different competencies being helpful to innovate, to manage business and to operate in international markets. Universities and innovators may recognize their discretion to develop programs for people like former students who want to self-expatriate. In the same vein, government can design policy to attract selfexpatriate in innovations hubs, considering that local inhabitants can benefit from the cultural exchange. ORIGINALITY AND VALUE: This study contributes to better understanding the influence of self-expatriation experiences on the development of skills of technology-based entrepreneurs. Compared to previous studies, it advances research through providing a wider range of learning from expatriation experiences beyond the effect of internationalization on market knowledge and cultural aspects. Furthermore, this study focuses the process, not the results of self-expatriation to understand entrepreneurs’ learning. © 2023 Elsevier B.V., All rights reserved.","competencies; entrepreneurs; expatriation; innovation; skills; technology-based entrepreneurs",""
"Al-Ghaith, W.","Al-Ghaith, Waleed (57204040134)","57204040134","The Role of Trust in Cloud Service Providers on the Adoption of Cloud Computing in Saudi Arabia: An Empirical Investigation","2023","Journal of Computer Science","0","10.3844/jcssp.2023.1107.1123","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171259165&doi=10.3844%2Fjcssp.2023.1107.1123&partnerID=40&md5=d208e6b0952c466681edb86209efa79f","Imam Mohammad Ibn Saud Islamic University, Riyadh, Saudi Arabia","Al-Ghaith, Waleed, Department of Information Systems, Imam Mohammad Ibn Saud Islamic University, Riyadh, Saudi Arabia","Cloud computing has emerged as one of the most significant developments in the field of Information Technology (IT) in recent years, allowing others to leverage third-party services. Therefore, it is essential to identify and address trust in cloud service providers as one of the key predictors of the acceptance of cloud computing. Several prior studies covered the technological facets of cloud-based contexts, including cloud virtualization, scalability, and security. However, it is argued that the biggest barrier to cloud computing is not technical but rather cognitive or behavioral and in particular attitudinal. Thus, this research aims to study individuals' attitudes and perceptions toward cloud computing, with a particular concentration on the perception of trust and its constructs in the cloud computing environment, namely Service Level Agreements (SLA) verification and reputation, in order to investigate the factors influencing the adoption of cloud computing in Saudi Arabia. This study presents an extended Technology Acceptance Model (TAM) to include trust as a cognition, representing a person's perception of social influence to perform or not perform a behavior under consideration. The study model also identifies factors affecting cloud computing adoption by considering reputation-based trust and SLA verification-based trust variables, which have been rarely examined before. The proposed model was able to explain 64% of the variance in behavioral intention and 78% of individuals' attitudes toward the adoption of cloud computing in Saudi Arabia. The study's findings show that the proposed model explained a significant amount of variation in cloud computing adoption. It suggests that the model expansion by incorporating trust in cloud computing service providers, reputation-based trust, and SLA verification-based trust factors were valuable explorations. Further, the results also show that ""reputation-based trust"" alone explains 29.46% of individuals’ attitudes and 23.45% of their ""behavioral intentions"" toward using cloud computing. This effect on people's attitudes and intentions towards adopting cloud computing was indirect and through the trust construct. © 2023 Elsevier B.V., All rights reserved.","Cloud Computing; Government Cloud; Reputation-Based Trust; SLA Verification-Based Trust; Technology Acceptance; Trust",""
"Suwandi, I.; Suryadipura, D.; Chan, A.; Sukmadewi, R.","Suwandi, Imam (58576192200); Suryadipura, Dadan (57223888850); Chan, Arianis (57195494039); Sukmadewi, Rani (57742691300)","58576192200; 57223888850; 57195494039; 57742691300","Analysis of Technology Acceptance Model for Using Social Media Apps in Cooperatives","2023","Review of Integrative Business and Economics Research","6","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171179763&partnerID=40&md5=3d0813cc7cd122a0e10ef332917bdced","Universitas Padjadjaran, Bandung, Indonesia; Universitas Padjadjaran, Bandung, Indonesia","Suwandi, Imam, Faculty of Social and Political Sciences, Universitas Padjadjaran, Bandung, Indonesia; Suryadipura, Dadan, Faculty of Social and Political Sciences, Universitas Padjadjaran, Bandung, Indonesia; Chan, Arianis, Faculty of Social and Political Sciences, Universitas Padjadjaran, Bandung, Indonesia; Sukmadewi, Rani, Faculty of Social and Political Sciences, Universitas Padjadjaran, Bandung, Indonesia","Cooperatives play a significant role in the economy, but they remain behind State-Owned Enterprises (BUMN) and Private-Owned Enterprises (BUMS) in terms of their contribution. The cooperatives have faced challenges in adapting to the changing business environment, which has resulted in a negative image, particularly among the younger generation, as being outdated, conventional, small-scale, and located in underprivileged areas. The emergence of technology-based alternative marketing mediums, such as Social Media Marketing, has provided new opportunities for cooperatives in recent years. While some cooperatives have embraced this technology as a means of marketing, others have chosen not to due to various reasons. Therefore, this study aims to analyze the factors that influence cooperatives in utilizing technology-based Social Media Marketing as an alternative. The Technology Acceptance Model (TAM) by Davis was adopted in this study with random purposive sampling. The results of hypothesis testing show that the Ability to Use Social Media (ASM) positively affects Perceived Ease of Use (PEU) on Social Media. ASM has no positive effect on the Perceived Usefulness (PU) of Social Media. Furthermore, PEU positively influences the PU of Social Media Marketing as well as Attitude Toward Using (ATU) on Behavioral Intention to Use (BIU); Actual System Use (ASU) of Social Media is not affected by marketing BIU, and; PEU positively affects ATU Social Media. ATU positively affects BIU. © 2023 Elsevier B.V., All rights reserved.","Cooperative; Social Media Marketing; Technology Acceptance Model",""
"Chew, K.S.; Razali, S.A.; Chawau, N.; Tan, W.S.; Alfian, A.; Shekar, S.C.","Chew, Keng Sheng (59351375200); Razali, Shazrina Ahmad (58043703500); Chawau, Norman (58524648000); Tan, Wei Shing (58525970700); Alfian, Afina (58524870600); Shekar, Syarmeelah Chandra (58525759600)","59351375200; 58043703500; 58524648000; 58525970700; 58524870600; 58525759600","Intention to Continue Adopting Online Problem-Based Learning After the COVID-19 Pandemic: Perception Analysis Using a Structural Equation Modelling Approach","2023","Education in Medicine Journal","0","10.21315/eimj2023.15.2.1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166904714&doi=10.21315%2Feimj2023.15.2.1&partnerID=40&md5=59c55ecbc2affc87b1ccc9aac9ccafbd","Universiti Malaysia Sarawak, Kota Samarahan, Malaysia","Chew, Keng Sheng, Faculty of Medicine and Health Sciences, Universiti Malaysia Sarawak, Kota Samarahan, Malaysia; Razali, Shazrina Ahmad, Faculty of Medicine and Health Sciences, Universiti Malaysia Sarawak, Kota Samarahan, Malaysia; Chawau, Norman, Faculty of Medicine and Health Sciences, Universiti Malaysia Sarawak, Kota Samarahan, Malaysia; Tan, Wei Shing, Faculty of Medicine and Health Sciences, Universiti Malaysia Sarawak, Kota Samarahan, Malaysia; Alfian, Afina, Faculty of Medicine and Health Sciences, Universiti Malaysia Sarawak, Kota Samarahan, Malaysia; Shekar, Syarmeelah Chandra, Faculty of Medicine and Health Sciences, Universiti Malaysia Sarawak, Kota Samarahan, Malaysia","Due to the COVID-19 pandemic, conventional face-to-face problem-based learning (PBL) had to be transitioned into online PBL. However, it was largely unknown how likely would medical students continue to adopt this form of hastily implemented remote learning solution after the pandemic ends. Using a two-stage partial least squares structural equation modelling approach, a study was conducted to develop a set of questionnaires to measure this intention and determine the influence of perceived benefits (5 items) and perceived ease of use (7 items) on the behavioural intention to continue adopting online PBL. The technology acceptance model was adopted as the conceptual framework of this study. Environment factors (11 items derived from PEST analysis, where P = policy, E = economic, S = social, and T = technology factors) were incorporated as the third independent construct in our model. A total of 149 Year 2 medical students participated in this study. Overall, the mean score for behavioural intention to continue adopting online PBL was 3.42 out of 5 (where 1 = most unlikely and 5 = most likely). Only the construct perceived ease of use had significant influence on the behavioural intention to continue adopting online PBL (path coefficient standardised β = 0.312; t-statistics = 2.960; p = 0.003). Perceived benefits and environment factors were not shown to have significant influence. In conclusion, as no strong intention to continue adopting online PBL was demonstrated in this study, conventional face-to-face PBL should be resumed until clear benefits of a carefully designed online PBL can be demonstrated. © 2023 Elsevier B.V., All rights reserved.","COVIDs-19; Online platform; PEST analysis; Problem-based learning; Technology acceptance model",""
"Jawad, H.H.M.; Hassan, Z.B.; Zaidan, B.B.","Jawad, Huda Hussein Mohamad (58492475500); Hassan, Z. B. (13607947600); Zaidan, Bilal Bahaa (35070872100)","58492475500; 13607947600; 35070872100","Behavior Intention of Chronic Illness Patients in Malaysia to Use IoT-based Healthcare Services","2023","International Journal of Advanced Computer Science and Applications","3","10.14569/IJACSA.2023.0140659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85165124941&doi=10.14569%2FIJACSA.2023.0140659&partnerID=40&md5=ad8a5a3f2b6565f945c5027f39b4e994","Universiti Tenaga Nasional, Kajang, Malaysia; National Yunlin University of Science and Technology, Douliou, Taiwan","Jawad, Huda Hussein Mohamad, Universiti Tenaga Nasional, Kajang, Malaysia; Hassan, Z. B., Universiti Tenaga Nasional, Kajang, Malaysia; Zaidan, Bilal Bahaa, Future Technology Research Center, National Yunlin University of Science and Technology, Douliou, Taiwan","The Internet of Things (IoT) has emerged as a trend in the healthcare industry to develop innovative solutions that enhance patient outcomes and operational efficiency. Healthcare has become more accessible, affordable, and efficient to sensors, wearables, and health monitors. The healthcare industry's adoption of the Internet of Things is lagging behind other sectors despite its many benefits. This study aims to investigate the extent to which chronic patients in Malaysia are using healthcare services made possible by the Internet of Things. To that end, this study proposes a unified framework to examine how these highlighted factors affect Behavioral Intention (BI) with regard to adopting IoT healthcare services. The innovation here is in bringing together three distinct theories: i) the Technology-Organization-Environment Framework (TOE), which is a framework for understanding how companies adopt new technologies; ii) the Unified Theory of Acceptance and Use of Technology (UTAUT); and iii) the Social Exchange Theory (SE). Patients in Malaysia who are coping with long-term health issues were surveyed online. This study also employs SPSS and Smart Partial Least Square (Smart PLS) for data analysis. Eleven hypothesized predictive components have been investigated. The results showed that chronic illness patients' BI towards adopting IoT solutions was considerably impacted by both individual and technological factors and related aspects. The impact of BI on Use Behaviour (UB) also showed similar outcomes. Moreover, trust somewhat mediates the impact of both individual and technological factors on BI. The findings of this investigation will be beneficial to policymakers and suppliers of healthcare in that country. Additionally, the patients and their family members would gain benefits from the study due to the fact that the delivery of comprehensive treatment, especially in the field of chronic disease management, will be improved through IoT-healthcare services. The Internet of Things will also let medical staff function remotely and professionally. © 2023 Elsevier B.V., All rights reserved.","adoption; adoption theories; chronic disease; Internet of things; IoT","Diseases; Patient treatment; Adoption; Adoption theory; Behavioral intention; Chronic disease; Chronic illness; Healthcare industry; Healthcare services; Individual factors; Malaysia; Technological factors; Internet of things"
"Koo, J.H.; Park, Y.H.; Kang, D.R.","Koo, Jun-hyuk (57750464100); Park, Youhyun (57221329669); Kang, Dae-ryoung (57225957770)","57750464100; 57221329669; 57225957770","Factors Predicting Older People’s Acceptance of a Personalized Health Care Service App and the Effect of Chronic Disease: Cross-Sectional Questionnaire Study","2023","JMIR Aging","5","10.2196/41429","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164481207&doi=10.2196%2F41429&partnerID=40&md5=27fbf08ea6faec98d9fa05548347e805","Yonsei University Mirae Campus, Wonju, South Korea; Yonsei University Mirae Campus, Wonju, South Korea; Yonsei University Mirae Campus, Wonju, South Korea","Koo, Jun-hyuk, National Health BigData Clinical Research Institute, Yonsei University Mirae Campus, Wonju, South Korea; Park, Youhyun, Department of Biostatics, Yonsei University Mirae Campus, Wonju, South Korea; Kang, Dae-ryoung, Department of Biostatics, Yonsei University Mirae Campus, Wonju, South Korea, Department of Precision Medicine and Biostatistics, Yonsei University Mirae Campus, Wonju, South Korea","Background: Mobile health (mHealth) services enable real-time measurement of information on individuals’ biosignals and environmental risk factors; accordingly, research on health management using mHealth is being actively conducted. Objective: The study aims to identify the predictors of older people’s intention to use mHealth in South Korea and verify whether chronic disease moderates the effect of the identified predictors on behavioral intentions. Methods: A cross-sectional questionnaire study was conducted among 500 participants aged 60 to 75 years. The research hypotheses were tested using structural equation modeling, and indirect effects were verified through bootstrapping. Bootstrapping was performed 10,000 times, and the significance of the indirect effects was confirmed through the bias-corrected percentile method. Results: Of 477 participants, 278 (58.3%) had at least 1 chronic disease. Performance expectancy (β=.453; P=.003) and social influence (β=.693; P<.001) were significant predictors of behavioral intention. Bootstrapping results showed that facilitating conditions (β=.325; P=.006; 95% CI 0.115-0.759) were found to have a significant indirect effect on behavioral intention. Multigroup structural equation modeling testing the presence or absence of chronic disease revealed a significant difference in the path of device trust to performance expectancy (critical ratio=–2.165). Bootstrapping also confirmed that device trust (β=.122; P=.039; 95% CI 0.007-0.346) had a significant indirect effect on behavioral intention in people with chronic disease. Conclusions: This study, which explored the predictors of the intention to use mHealth through a web-based survey of older people, suggests similar results to those of other studies that applied the unified theory of acceptance and use of technology model to the acceptance of mHealth. Performance expectancy, social influence, and facilitating conditions were revealed as predictors of accepting mHealth. In addition, trust in a wearable device for measuring biosignals was investigated as an additional predictor in people with chronic disease. This suggests that different strategies are needed, depending on the characteristics of users. © 2023 Elsevier B.V., All rights reserved.","acceptance; adoption; chronic disease; environmental risk factor; gerontology; health app; health care service; intention to use; mHealth; mobile app; mobile health; older adult; personalized; personalized health care service app; structural equation modeling; technology use; unified theory of acceptance and use of technology",""
"Nainggolan, C.I.; Wuri Handayani, P.W.","Nainggolan, Clarita I. (58399820900); Wuri Handayani, Putu Wuri (37013424100)","58399820900; 37013424100","FACTORS AFFECTING INDIVIDUALS' BEHAVIORAL INTENTION TO USE ONLINE CAPITAL MARKET INVESTMENT PLATFORMS IN INDONESIA","2023","Interdisciplinary Journal of Information, Knowledge, and Management","6","10.28945/5067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163459281&doi=10.28945%2F5067&partnerID=40&md5=729cffa1f6e5ed347df0908c316bfe2c","Universitas Indonesia, Depok, Indonesia","Nainggolan, Clarita I., Universitas Indonesia, Depok, Indonesia; Wuri Handayani, Putu Wuri, Universitas Indonesia, Depok, Indonesia","Aim/Purpose This study aims to examine the ten factors from the Technology Acceptance Model (TAM), Theory of Planned Behavior (TPB), and Unified Theory of Acceptance and Use of Technology (UTAUT) theories in order to analyze behavioral intentions to use the Indonesian online capital market investment platforms and the effect of behavioral intentions on actual usage. Background The potential growth of capital market investors in Indonesia is large, and the low use of the Internet for investment purposes makes it necessary for stakeholders to understand the factors that affect people's intentions to invest, especially through online platforms. Several previous studies have explained the intention to use online investment platforms using the TAM and TPB theories. This study tries to combine TAM, TPB, and UTAUT theories in analyzing behavioral intentions to use an online capital market investment platform in Indonesia. Methodology The research approach employed is a mixed method, particularly explanatory research, which employs quantitative methods first, followed by qualitative methods. Data were collected by conducting interviews and sending online surveys. This study was successful in collecting information on the users of online capital market investment platforms in Indonesia from 1074 respondents, which was then processed and analyzed using Covariance-Based Structural Equation Modeling (CB-SEM) with the IBM AMOS 26.0 application. Contribution This study complements earlier theories like TAM, TPB, and UTAUT by looking at the intention to use online capital market investment platforms from technological, human, and environmental viewpoints. This study looks at the intention to use the online capital market investing platform as a whole rather than separately depending on investment instruments. This study also assists practitioners including regulators, the government, developers, and investors by offering knowledge of the phenomena and factors that can increase the capital market's investment intention in Indonesia. Findings Attitudes, perceived ease of use, perceived behavioral control, subjective norm, and national pride were found to be significant predictors of the intention to use online investment platforms in Indonesia, whereas perceived usefulness, perceived risk, perceived trust, perceived privacy, and price value were not. Recommendations All practitioners must be able to take steps and strategies that focus on factors for Practitioners that have a significant impact on increasing usage intentions. The government can enact legislation that emphasizes the simplicity and convenience of investment, as well as launch campaigns that encourage people to participate in economic recovery by investing in the capital market. Meanwhile, the developers are concentrating on facilitating the flow of investment transactions through the platform, increasing education and awareness of the benefits of investing in the capital market, and providing content that raises awareness that investing in the capital market can help to restore the national economy. Recommendations Further research is intended to include other variables such as perceived benefor Researchers fits and perceived security, as well as other frameworks such as TRA, to better explain individuals' behavioral intentions to use online capital investment platforms. Impact on Society This study can help all stakeholders understand what factors can increase Indonesians' interest in investing in the capital market, particularly through online investment platforms. This understanding is expected to increase the number of capital market participants and, as a result, have an impact on economic recovery following the COVID-19 pandemic. Future Research Future research is expected to investigate additional factors that can influence individuals' behavioral intention to use an online capital market investment platform, such as perceived benefits and perceived security, as well as the addition of control variables such as age, gender, education, and income. International research across nations is also required to build a larger sample size in order to examine the behavior of investors in developing and developed countries and acquire a more thorough understanding of the online capital market investment platform. © 2023 Elsevier B.V., All rights reserved.","actual usage; behavioral intention to use; capital market; financial technology; online investment platform","Behavioral research; Commerce; Economic and social effects; Financial markets; Actual usage; Behavioral intention; Behavioral intention to use; Financial technology; Indonesia; Intention to use; Online investment platform; Online investments; Technology acceptance model; Theory of Planned Behavior; Investments"
"Azam, N.A.J.; Kabiraj, S.; Shaoyuan, W.; Azam, M.I.A.","Azam, Nour A.J. (58352637800); Kabiraj, Sajal (6508289715); Shaoyuan, Wang (57904399700); Azam, Mohammed I.A. (58355271200)","58352637800; 6508289715; 57904399700; 58355271200","Adoption of TAM to Measure Consumer’s Attitude Towards Self-Service Technology: Utilizing Cultural Perspectives as a Moderator Variable","2023","Global Business Review","6","10.1177/09721509221142373","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162945263&doi=10.1177%2F09721509221142373&partnerID=40&md5=72105ace7c63a5f1894a4e167a480f6e","Dongbei University of Finance and Economics, Dalian, China; Häme University of Applied Sciences Ltd. (HAMK), Valkeakoski, Finland","Azam, Nour A.J., Dongbei University of Finance and Economics, Dalian, China; Kabiraj, Sajal, School of Entrepreneurship and Business, Häme University of Applied Sciences Ltd. (HAMK), Valkeakoski, Finland; Shaoyuan, Wang, Dongbei University of Finance and Economics, Dalian, China; Azam, Mohammed I.A., Dongbei University of Finance and Economics, Dalian, China","Retail self-service technology (SST) has become increasingly valuable to both businesses and consumers in recent decades. Examples of Innovative retail advances include online shopping and self-scanning technologies. Although SSTs are becoming more popular in Western societies, the same is not true for developing ones. Modern retail advances like self-service applications were welcomed by some communities, while others were unwilling to adapt and adopt these inventions. In economies like Palestine, these cultural elements may play a significant role in the framework of social contexts and perceptions of merchant and consumer relationships. The main objective of this study was to determine how culture and characteristics of internal and external incentive factors influence Palestinian customers’ attitudes towards self-service technologies. As an introduction to motivational factors, the cultural-self theory was explored to comprehend the relationships between customers’ attitudes towards using self-service technologies. The model suggests that intrinsic and extrinsic incentive factors, including perceived pleasure, technological anxiety and perceived timesaving, influence customers’ attitudes towards using self-service technologies. According to this research, educated and employed Palestinian customers were more interested in having fun using self-service technologies than they were in saving time or being more useful. Thus, it is proposed that efficient marketing connection strategies concentrate on the enjoyable and pleasureable sides of using self-service technology. Palestinian customers in this research were eager to learn new self-service technologies, even though they had no previous experience; they were ready to cope with any fear they may have about adopting new technology. Hence, store managers should stress the training of their employees. To help customers switch from employee-assisted services to self-service. Appropriate self-service techniques must be incorporated by managers to maintain offering a decent, quicker and more reliable service. This may boost both profits and shop loyalty. The literature is divided on whether SST research should focus on the moderator. Some research use TAM, which posits that usefulness and ease of use fully moderate the effects of various SST acceptance variables, whilst others postulate direct impacts on SST use. We look at the moderator to see how different antecedent conditions affect SST acceptance. Investigating the moderator function of cultural factors of use broadens our grasp of both the determinants of SST acceptance and the mechanisms through which these predictors exert influence. This research contributes to increasing the base of learning about consumers’ shopping trends regarding self-service technology and addresses a gap in the literature on the potential of employing self-service technology in the Palestinian retail environment. Retailers wishing to improve their service offerings can use the results to provide customers with an additional way to buy products in-store. There is a need for future research that applies the model to a wide range of people, many types of self-service technologies, and merchants. © 2023 Elsevier B.V., All rights reserved.","cultural-self perspective; intrinsic & extrinsic motivation factors; SST; TAM",""
"El Hafdaoui, H.E.; Khallaayoun, A.","El Hafdaoui, Hamza (58075598300); Khallaayoun, Ahmed (24302214000)","58075598300; 24302214000","Mathematical Modeling of Social Assessment for Alternative Fuel Vehicles","2023","IEEE Access","22","10.1109/ACCESS.2023.3284844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85162651112&doi=10.1109%2FACCESS.2023.3284844&partnerID=40&md5=2bad758ed92e72a9fc644a86aa9629bb","Al Akhawayn University, Ifrane, Morocco; Université Sidi Mohamed Ben Abdellah, Fez, Morocco","El Hafdaoui, Hamza, School of Science and Engineering, Al Akhawayn University, Ifrane, Morocco, School of Applied Sciences, Université Sidi Mohamed Ben Abdellah, Fez, Morocco; Khallaayoun, Ahmed, School of Science and Engineering, Al Akhawayn University, Ifrane, Morocco","This research presents the first comprehensive model for social assessment of alternative fuel vehicles, covering hybrid-electric, battery-electric, and fuel-cell vehicles, based on their technological, financial, and infrastructure aspects. The model is adaptable to any country and does not require social engagement methods, thus producing more objective results. Indicators are assessed case-by-case and receive a score from zero to five. Lower scores show a greater need for prioritizing the indicator when adopting a specific alternative fuel vehicle. A low score doesn't mean a low impact, but instead emphasizes the importance of improving the relevant indicator for the particular vehicle technology in the studied region. The case study conducted in Morocco tested the model, highlighting the superior performance of hybrid-electric vehicles based on their score. Although these vehicles offer financial profitability, their successful adoption relies on the government's provision of more options, reduced purchase costs, and improved secondary road infrastructure. Battery-electric vehicles, while facing challenges in terms of maintenance and charging infrastructure, can be addressed in Morocco by implementing on-site generation in charging stations and enhancing secondary road infrastructure. On the other hand, fuel-cell vehicles have notable social requirements and necessitate more extensive efforts to penetrate the market compared to battery-electric vehicles. Finally, the authors suggest including more alternative fuel vehicles in the model and additional social variables, such as user experience, vehicle size, fuel efficiency, environmental awareness, purchasing behavior, and brand loyalty. The suggestion would allow gaining more insight into social preferences. © 2023 Elsevier B.V., All rights reserved.","barriers and challenges; Electric vehicles; fuel-cell vehicles; hybrid electric vehicles; mathematical modeling; Morocco; social acceptance; social factors; sustainable mobility; technology acceptance model","Alternative fuels; Cell engineering; Charging (batteries); Environmental impact; Hybrid vehicles; Roads and streets; Sales; Secondary batteries; Barrier and challenge; Fuel cell vehicles; Government; Mathematical modeling; Morocco; Social acceptance; Social factor; Sustainable mobility; Technology acceptance model; Fuel cells"
